batch_size;model_depth;load_cvit_time;load_cpic_time;foreward_time[];store_cprd_time
16;8;0.0378625;0.000345433;0.122027;0.00084083;1.04779;1.54817;1.04724;1.55485;1.04485;1.55073;1.04698;1.54646;1.0476;1.54761;1.0457;1.55575;1.04676;1.5597;1.05594;1.54715;0.00232084;0.00295615;0.00103308
