batch_size;model_depth;load_cvit_time;load_cpic_time;foreward_time[];store_cprd_time
16;8;0.0353191;0.000353846;0.00911241;0.000106905;0.0722886;0.106419;0.0719784;0.106111;0.0719733;0.106096;0.0719033;0.106072;0.0719844;0.106021;0.0719738;0.106086;0.0719408;0.106077;0.0717837;0.106054;0.000142607;0.000213786;0.00134602
